,Question,rater,Question_Reduced_Id,annotator,opinion
7796,448,A3QA0A6GZ004EK,442,18,1
7797,449,AJD52BBYND0MZ,443,16,0
7798,449,AJD52BBYND0MZ,443,16,0
7799,449,A37MSCW15YYLEI,443,30,0
7800,449,A34PHPOQ13G1OT,443,8,0
7801,449,AK7YVYGMIF6T0,443,1,0
7802,449,AAPAHW0MVIAMT,443,37,0
7803,449,A3QJHKJ11HHNO6,443,35,1
7804,449,A3FGE6CH66IMWM,443,33,1
7805,449,AK7YVYGMIF6T0,443,1,0
7806,449,A8O21W6I5VM5P,443,26,1
7807,449,AQPXYSFZ8DA8S,443,28,0
7808,449,AQPXYSFZ8DA8S,443,28,1
7809,449,A3QA0A6GZ004EK,443,18,1
7810,449,A1GS5SN52YHIL8,443,24,0
7811,449,A1GS5SN52YHIL8,443,24,0
7812,450,AJD52BBYND0MZ,444,16,0
7813,450,AJD52BBYND0MZ,444,16,0
7814,450,A37MSCW15YYLEI,444,30,1
7815,450,A34PHPOQ13G1OT,444,8,0
7816,450,AK7YVYGMIF6T0,444,1,0
7817,450,AAPAHW0MVIAMT,444,37,0
7818,450,A3QJHKJ11HHNO6,444,35,1
7819,450,A3FGE6CH66IMWM,444,33,1
7820,450,AK7YVYGMIF6T0,444,1,0
7821,450,A8O21W6I5VM5P,444,26,1
7822,450,AQPXYSFZ8DA8S,444,28,1
7823,450,A1GS5SN52YHIL8,444,24,0
7824,450,A1GS5SN52YHIL8,444,24,0
7825,450,A1GS5SN52YHIL8,444,24,1
7826,450,A3QJHKJ11HHNO6,444,35,1
7827,451,AJD52BBYND0MZ,445,16,1
7828,451,AJD52BBYND0MZ,445,16,0
7829,451,A37MSCW15YYLEI,445,30,0
7830,451,A34PHPOQ13G1OT,445,8,1
7831,451,AK7YVYGMIF6T0,445,1,1
7832,451,AAPAHW0MVIAMT,445,37,0
7833,451,A3QJHKJ11HHNO6,445,35,0
7834,451,A3FGE6CH66IMWM,445,33,0
7835,451,AK7YVYGMIF6T0,445,1,0
7836,451,A8O21W6I5VM5P,445,26,0
7837,451,AQPXYSFZ8DA8S,445,28,1
7838,451,A1GS5SN52YHIL8,445,24,0
7839,451,A1GS5SN52YHIL8,445,24,0
7840,451,A1GS5SN52YHIL8,445,24,0
7841,451,A3QJHKJ11HHNO6,445,35,1
7842,452,AJD52BBYND0MZ,446,16,0
7843,452,AJD52BBYND0MZ,446,16,0
7844,452,A37MSCW15YYLEI,446,30,0
7845,452,A34PHPOQ13G1OT,446,8,1
7846,452,AK7YVYGMIF6T0,446,1,0
7847,452,AAPAHW0MVIAMT,446,37,0
7848,452,A3QJHKJ11HHNO6,446,35,0
7849,452,A3FGE6CH66IMWM,446,33,0
7850,452,AK7YVYGMIF6T0,446,1,0
7851,452,A8O21W6I5VM5P,446,26,1
7852,452,AQPXYSFZ8DA8S,446,28,1
7853,452,AQPXYSFZ8DA8S,446,28,1
7854,452,A28US4XENQK31M,446,22,1
7855,452,AQPXYSFZ8DA8S,446,28,0
7856,452,A1GS5SN52YHIL8,446,24,0
7857,453,AJD52BBYND0MZ,447,16,0
7858,453,AJD52BBYND0MZ,447,16,0
7859,453,A37MSCW15YYLEI,447,30,1
7860,453,A34PHPOQ13G1OT,447,8,1
7861,453,AK7YVYGMIF6T0,447,1,0
7862,453,AAPAHW0MVIAMT,447,37,0
7863,453,A3QJHKJ11HHNO6,447,35,0
7864,453,A3FGE6CH66IMWM,447,33,1
7865,453,AK7YVYGMIF6T0,447,1,0
7866,453,A8O21W6I5VM5P,447,26,0
7867,453,AQPXYSFZ8DA8S,447,28,1
7868,453,AQPXYSFZ8DA8S,447,28,1
7869,453,A28US4XENQK31M,447,22,1
7870,453,AQPXYSFZ8DA8S,447,28,0
7871,453,A1GS5SN52YHIL8,447,24,0
7872,454,AJD52BBYND0MZ,448,16,0
7873,454,AJD52BBYND0MZ,448,16,0
7874,454,A37MSCW15YYLEI,448,30,0
7875,454,A34PHPOQ13G1OT,448,8,0
7876,454,AK7YVYGMIF6T0,448,1,0
7877,454,AAPAHW0MVIAMT,448,37,0
7878,454,A3QJHKJ11HHNO6,448,35,1
7879,454,A3FGE6CH66IMWM,448,33,1
7880,454,AK7YVYGMIF6T0,448,1,0
7881,454,A8O21W6I5VM5P,448,26,0
7882,454,AQPXYSFZ8DA8S,448,28,0
7883,454,AQPXYSFZ8DA8S,448,28,0
7884,454,A28US4XENQK31M,448,22,0
7885,454,AQPXYSFZ8DA8S,448,28,0
7886,454,A1GS5SN52YHIL8,448,24,0
7887,455,AJD52BBYND0MZ,449,16,0
7888,455,AJD52BBYND0MZ,449,16,0
7889,455,A37MSCW15YYLEI,449,30,1
7890,455,A34PHPOQ13G1OT,449,8,0
7891,455,AK7YVYGMIF6T0,449,1,0
7892,455,AAPAHW0MVIAMT,449,37,0
7893,455,A3QJHKJ11HHNO6,449,35,0
7894,455,A3FGE6CH66IMWM,449,33,1
7895,455,AK7YVYGMIF6T0,449,1,0
7896,455,A8O21W6I5VM5P,449,26,1
7897,455,AQPXYSFZ8DA8S,449,28,1
7898,455,AQPXYSFZ8DA8S,449,28,1
7899,455,A28US4XENQK31M,449,22,1
7900,455,AQPXYSFZ8DA8S,449,28,1
7901,455,A1GS5SN52YHIL8,449,24,1
7902,456,A3L7P1QUYKA4KK,450,21,0
7903,456,A3L7P1QUYKA4KK,450,21,1
7904,456,AJD52BBYND0MZ,450,16,0
7905,456,AJD52BBYND0MZ,450,16,0
7906,456,AJD52BBYND0MZ,450,16,0
7907,456,AJD52BBYND0MZ,450,16,0
7908,456,AJD52BBYND0MZ,450,16,0
7909,456,A3FGE6CH66IMWM,450,33,1
7910,456,A3FGE6CH66IMWM,450,33,1
7911,456,A8O21W6I5VM5P,450,26,1
7912,456,AQPXYSFZ8DA8S,450,28,1
7913,456,AQPXYSFZ8DA8S,450,28,1
7914,456,A28US4XENQK31M,450,22,1
7915,456,AQPXYSFZ8DA8S,450,28,1
7916,456,A1GS5SN52YHIL8,450,24,1
7917,457,A3L7P1QUYKA4KK,451,21,0
7918,457,A3L7P1QUYKA4KK,451,21,0
7919,457,AJD52BBYND0MZ,451,16,0
7920,457,AJD52BBYND0MZ,451,16,0
7921,457,AJD52BBYND0MZ,451,16,0
7922,457,AJD52BBYND0MZ,451,16,0
7923,457,AJD52BBYND0MZ,451,16,0
7924,457,A3FGE6CH66IMWM,451,33,1
7925,457,A3FGE6CH66IMWM,451,33,1
7926,457,A8O21W6I5VM5P,451,26,0
7927,457,AQPXYSFZ8DA8S,451,28,1
7928,457,AQPXYSFZ8DA8S,451,28,1
7929,457,A28US4XENQK31M,451,22,1
7930,457,AQPXYSFZ8DA8S,451,28,1
7931,457,A1GS5SN52YHIL8,451,24,1
7932,458,A3L7P1QUYKA4KK,452,21,0
7933,458,A3L7P1QUYKA4KK,452,21,0
7934,458,AJD52BBYND0MZ,452,16,0
7935,458,AJD52BBYND0MZ,452,16,0
7936,458,AJD52BBYND0MZ,452,16,0
7937,458,AJD52BBYND0MZ,452,16,0
7938,458,AJD52BBYND0MZ,452,16,0
7939,458,A3FGE6CH66IMWM,452,33,1
7940,458,A3FGE6CH66IMWM,452,33,0
7941,458,A8O21W6I5VM5P,452,26,0
7942,458,AQPXYSFZ8DA8S,452,28,0
7943,458,AQPXYSFZ8DA8S,452,28,1
7944,458,A28US4XENQK31M,452,22,0
7945,458,AQPXYSFZ8DA8S,452,28,0
7946,458,A1GS5SN52YHIL8,452,24,0
7947,459,A3L7P1QUYKA4KK,453,21,0
7948,459,A3L7P1QUYKA4KK,453,21,0
7949,459,AJD52BBYND0MZ,453,16,0
7950,459,AJD52BBYND0MZ,453,16,0
7951,459,AJD52BBYND0MZ,453,16,0
7952,459,AJD52BBYND0MZ,453,16,0
7953,459,AJD52BBYND0MZ,453,16,0
7954,459,A3FGE6CH66IMWM,453,33,1
7955,459,A3FGE6CH66IMWM,453,33,1
7956,459,A8O21W6I5VM5P,453,26,0
7957,459,AQPXYSFZ8DA8S,453,28,0
7958,459,A3QA0A6GZ004EK,453,18,0
7959,459,AQPXYSFZ8DA8S,453,28,0
7960,460,A3L7P1QUYKA4KK,454,21,0
7961,460,A3L7P1QUYKA4KK,454,21,0
7962,460,AJD52BBYND0MZ,454,16,0
7963,460,AJD52BBYND0MZ,454,16,0
7964,460,AJD52BBYND0MZ,454,16,0
7965,460,AJD52BBYND0MZ,454,16,0
7966,460,AJD52BBYND0MZ,454,16,0
7967,460,A3FGE6CH66IMWM,454,33,1
7968,460,A3FGE6CH66IMWM,454,33,0
7969,460,A8O21W6I5VM5P,454,26,0
7970,460,AQPXYSFZ8DA8S,454,28,0
7971,460,A3QA0A6GZ004EK,454,18,0
7972,460,AQPXYSFZ8DA8S,454,28,1
7973,460,AQPXYSFZ8DA8S,454,28,0
7974,460,A1GS5SN52YHIL8,454,24,0
7975,461,A3L7P1QUYKA4KK,455,21,0
7976,461,A3L7P1QUYKA4KK,455,21,0
7977,461,AJD52BBYND0MZ,455,16,0
7978,461,AJD52BBYND0MZ,455,16,0
7979,461,AJD52BBYND0MZ,455,16,0
7980,461,AJD52BBYND0MZ,455,16,0
7981,461,AJD52BBYND0MZ,455,16,0
7982,461,A3FGE6CH66IMWM,455,33,1
7983,461,A3FGE6CH66IMWM,455,33,0
7984,461,A8O21W6I5VM5P,455,26,0
7985,461,AQPXYSFZ8DA8S,455,28,1
7986,461,A3QA0A6GZ004EK,455,18,0
7987,461,AQPXYSFZ8DA8S,455,28,0
7988,461,AQPXYSFZ8DA8S,455,28,0
7989,461,A1GS5SN52YHIL8,455,24,0
7990,462,A3L7P1QUYKA4KK,456,21,0
7991,462,A3L7P1QUYKA4KK,456,21,1
7992,462,AJD52BBYND0MZ,456,16,0
7993,462,AJD52BBYND0MZ,456,16,0
7994,462,AJD52BBYND0MZ,456,16,0
7995,462,AJD52BBYND0MZ,456,16,0
7996,462,AJD52BBYND0MZ,456,16,0
7997,462,A3FGE6CH66IMWM,456,33,1
7998,462,A3FGE6CH66IMWM,456,33,1
7999,462,A8O21W6I5VM5P,456,26,1
8000,462,AQPXYSFZ8DA8S,456,28,1
8001,462,A3QA0A6GZ004EK,456,18,1
8002,462,AQPXYSFZ8DA8S,456,28,1
8003,462,AQPXYSFZ8DA8S,456,28,1
8004,462,A1GS5SN52YHIL8,456,24,1
8005,463,A3L7P1QUYKA4KK,457,21,0
8006,463,A3L7P1QUYKA4KK,457,21,0
8007,463,AJD52BBYND0MZ,457,16,0
8008,463,AJD52BBYND0MZ,457,16,0
8009,463,AJD52BBYND0MZ,457,16,0
8010,463,AJD52BBYND0MZ,457,16,0
8011,463,AJD52BBYND0MZ,457,16,0
8012,463,A3FGE6CH66IMWM,457,33,1
8013,463,A3FGE6CH66IMWM,457,33,1
8014,463,A28US4XENQK31M,457,22,0
8015,463,A8O21W6I5VM5P,457,26,0
8016,463,AQPXYSFZ8DA8S,457,28,1
8017,463,A3QA0A6GZ004EK,457,18,1
8018,463,AQPXYSFZ8DA8S,457,28,0
8019,463,AQPXYSFZ8DA8S,457,28,0
8020,464,A3L7P1QUYKA4KK,458,21,0
8021,464,A3L7P1QUYKA4KK,458,21,0
8022,464,AJD52BBYND0MZ,458,16,0
8023,464,AJD52BBYND0MZ,458,16,0
8024,464,AJD52BBYND0MZ,458,16,0
8025,464,AJD52BBYND0MZ,458,16,0
8026,464,AJD52BBYND0MZ,458,16,0
8027,464,A3FGE6CH66IMWM,458,33,1
8028,464,A3FGE6CH66IMWM,458,33,1
8029,464,A28US4XENQK31M,458,22,0
8030,464,A8O21W6I5VM5P,458,26,1
8031,464,AQPXYSFZ8DA8S,458,28,1
8032,464,A3QA0A6GZ004EK,458,18,0
8033,464,AQPXYSFZ8DA8S,458,28,1
8034,464,AQPXYSFZ8DA8S,458,28,1
8035,465,A3L7P1QUYKA4KK,459,21,0
8036,465,A3L7P1QUYKA4KK,459,21,0
8037,465,AJD52BBYND0MZ,459,16,1
8038,465,AJD52BBYND0MZ,459,16,1
8039,465,AJD52BBYND0MZ,459,16,1
8040,465,AJD52BBYND0MZ,459,16,1
8041,465,AJD52BBYND0MZ,459,16,1
8042,465,A3FGE6CH66IMWM,459,33,1
8043,465,A3FGE6CH66IMWM,459,33,1
8044,465,A28US4XENQK31M,459,22,1
8045,465,A8O21W6I5VM5P,459,26,0
8046,465,AQPXYSFZ8DA8S,459,28,0
8047,465,A3QA0A6GZ004EK,459,18,0
8048,465,AQPXYSFZ8DA8S,459,28,0
8049,465,AQPXYSFZ8DA8S,459,28,0
8050,466,A3L7P1QUYKA4KK,460,21,0
8051,466,A3L7P1QUYKA4KK,460,21,0
8052,466,AJD52BBYND0MZ,460,16,1
8053,466,AJD52BBYND0MZ,460,16,1
8054,466,AJD52BBYND0MZ,460,16,1
8055,466,AJD52BBYND0MZ,460,16,1
8056,466,AJD52BBYND0MZ,460,16,1
8057,466,A3FGE6CH66IMWM,460,33,1
8058,466,A3FGE6CH66IMWM,460,33,1
8059,466,AQPXYSFZ8DA8S,460,28,0
8060,466,A3QA0A6GZ004EK,460,18,1
8061,466,AQPXYSFZ8DA8S,460,28,0
8062,466,AQPXYSFZ8DA8S,460,28,0
8063,467,A3L7P1QUYKA4KK,461,21,1
8064,467,A3L7P1QUYKA4KK,461,21,1
8065,467,AJD52BBYND0MZ,461,16,1
8066,467,AJD52BBYND0MZ,461,16,0
8067,467,AJD52BBYND0MZ,461,16,1
8068,467,AJD52BBYND0MZ,461,16,0
8069,467,AJD52BBYND0MZ,461,16,1
8070,467,A3FGE6CH66IMWM,461,33,1
8071,467,A3FGE6CH66IMWM,461,33,1
8072,467,A28US4XENQK31M,461,22,1
8073,467,A8O21W6I5VM5P,461,26,1
8074,467,AQPXYSFZ8DA8S,461,28,1
8075,467,A3QA0A6GZ004EK,461,18,0
8076,467,AQPXYSFZ8DA8S,461,28,1
8077,467,AQPXYSFZ8DA8S,461,28,1
8078,468,A3L7P1QUYKA4KK,462,21,0
8079,468,A3L7P1QUYKA4KK,462,21,0
8080,468,AJD52BBYND0MZ,462,16,0
8081,468,AJD52BBYND0MZ,462,16,0
8082,468,AJD52BBYND0MZ,462,16,0
8083,468,AJD52BBYND0MZ,462,16,0
8084,468,AJD52BBYND0MZ,462,16,0
8085,468,A3FGE6CH66IMWM,462,33,1
8086,468,A3FGE6CH66IMWM,462,33,1
8087,468,A28US4XENQK31M,462,22,0
8088,468,A8O21W6I5VM5P,462,26,1
8089,468,AQPXYSFZ8DA8S,462,28,1
8090,468,A3QA0A6GZ004EK,462,18,1
8091,468,AQPXYSFZ8DA8S,462,28,1
8092,468,AQPXYSFZ8DA8S,462,28,0
8093,469,A3L7P1QUYKA4KK,463,21,0
8094,469,A3L7P1QUYKA4KK,463,21,0
8095,469,AJD52BBYND0MZ,463,16,0
8096,469,AJD52BBYND0MZ,463,16,0
8097,469,AJD52BBYND0MZ,463,16,0
8098,469,AJD52BBYND0MZ,463,16,0
8099,469,AJD52BBYND0MZ,463,16,0
8100,469,A3FGE6CH66IMWM,463,33,1
8101,469,A3FGE6CH66IMWM,463,33,0
8102,469,A28US4XENQK31M,463,22,0
8103,469,A8O21W6I5VM5P,463,26,0
8104,469,AQPXYSFZ8DA8S,463,28,1
8105,469,A3QA0A6GZ004EK,463,18,1
8106,469,AQPXYSFZ8DA8S,463,28,0
8107,469,AQPXYSFZ8DA8S,463,28,0
8108,470,A3L7P1QUYKA4KK,464,21,0
8109,470,A3L7P1QUYKA4KK,464,21,0
8110,470,AJD52BBYND0MZ,464,16,0
8111,470,AJD52BBYND0MZ,464,16,0
8112,470,AJD52BBYND0MZ,464,16,0
8113,470,AJD52BBYND0MZ,464,16,0
8114,470,AJD52BBYND0MZ,464,16,0
8115,470,A3FGE6CH66IMWM,464,33,0
8116,470,A3FGE6CH66IMWM,464,33,1
8117,470,A28US4XENQK31M,464,22,1
8118,470,A8O21W6I5VM5P,464,26,0
8119,470,AQPXYSFZ8DA8S,464,28,0
8120,470,A3QA0A6GZ004EK,464,18,1
8121,470,AQPXYSFZ8DA8S,464,28,0
8122,471,A3L7P1QUYKA4KK,465,21,1
8123,471,A3L7P1QUYKA4KK,465,21,1
8124,471,AJD52BBYND0MZ,465,16,1
8125,471,AJD52BBYND0MZ,465,16,1
8126,471,AJD52BBYND0MZ,465,16,1
8127,471,AJD52BBYND0MZ,465,16,1
8128,471,AJD52BBYND0MZ,465,16,1
8129,471,A3FGE6CH66IMWM,465,33,1
8130,471,A3FGE6CH66IMWM,465,33,1
8131,471,A28US4XENQK31M,465,22,1
8132,471,A8O21W6I5VM5P,465,26,0
8133,471,AQPXYSFZ8DA8S,465,28,1
8134,471,A3QA0A6GZ004EK,465,18,1
8135,471,AQPXYSFZ8DA8S,465,28,1
8136,471,A1GS5SN52YHIL8,465,24,0
8137,472,A3L7P1QUYKA4KK,466,21,0
8138,472,A3L7P1QUYKA4KK,466,21,0
8139,472,AJD52BBYND0MZ,466,16,0
8140,472,AJD52BBYND0MZ,466,16,0
8141,472,AJD52BBYND0MZ,466,16,0
8142,472,AJD52BBYND0MZ,466,16,0
8143,472,AJD52BBYND0MZ,466,16,0
8144,472,A3FGE6CH66IMWM,466,33,1
8145,472,A3FGE6CH66IMWM,466,33,1
8146,472,A28US4XENQK31M,466,22,1
8147,472,A8O21W6I5VM5P,466,26,1
8148,472,AQPXYSFZ8DA8S,466,28,1
8149,472,A3QA0A6GZ004EK,466,18,1
8150,472,AQPXYSFZ8DA8S,466,28,1
8151,472,A1GS5SN52YHIL8,466,24,0
8152,473,A3L7P1QUYKA4KK,467,21,1
8153,473,A3L7P1QUYKA4KK,467,21,1
8154,473,AJD52BBYND0MZ,467,16,0
8155,473,AJD52BBYND0MZ,467,16,0
8156,473,AJD52BBYND0MZ,467,16,1
8157,473,AJD52BBYND0MZ,467,16,1
8158,473,AJD52BBYND0MZ,467,16,1
8159,473,A3FGE6CH66IMWM,467,33,1
8160,473,A3FGE6CH66IMWM,467,33,1
8161,473,A28US4XENQK31M,467,22,1
8162,473,A8O21W6I5VM5P,467,26,1
8163,473,AQPXYSFZ8DA8S,467,28,1
8164,473,A3QA0A6GZ004EK,467,18,1
8165,473,AQPXYSFZ8DA8S,467,28,1
8166,473,A1GS5SN52YHIL8,467,24,0
8167,474,A3L7P1QUYKA4KK,468,21,0
8168,474,A3L7P1QUYKA4KK,468,21,0
8169,474,AJD52BBYND0MZ,468,16,0
8170,474,AJD52BBYND0MZ,468,16,0
8171,474,AJD52BBYND0MZ,468,16,0
8172,474,AJD52BBYND0MZ,468,16,0
8173,474,AJD52BBYND0MZ,468,16,0
8174,474,A3FGE6CH66IMWM,468,33,1
8175,474,A3FGE6CH66IMWM,468,33,1
8176,474,A28US4XENQK31M,468,22,1
8177,474,A8O21W6I5VM5P,468,26,1
8178,474,AQPXYSFZ8DA8S,468,28,1
8179,474,A3QA0A6GZ004EK,468,18,1
8180,474,AQPXYSFZ8DA8S,468,28,1
8181,474,A1GS5SN52YHIL8,468,24,1
8182,475,A3L7P1QUYKA4KK,469,21,0
8183,475,A3L7P1QUYKA4KK,469,21,0
8184,475,AJD52BBYND0MZ,469,16,0
8185,475,AJD52BBYND0MZ,469,16,0
8186,475,AJD52BBYND0MZ,469,16,0
8187,475,AJD52BBYND0MZ,469,16,0
8188,475,AJD52BBYND0MZ,469,16,0
8189,475,A3FGE6CH66IMWM,469,33,0
8190,475,A3FGE6CH66IMWM,469,33,1
8191,475,A28US4XENQK31M,469,22,0
8192,475,A8O21W6I5VM5P,469,26,0
8193,475,AQPXYSFZ8DA8S,469,28,0
8194,475,A3QA0A6GZ004EK,469,18,0
8195,475,AQPXYSFZ8DA8S,469,28,0
8196,475,A1GS5SN52YHIL8,469,24,0
8197,476,A3L7P1QUYKA4KK,470,21,0
8198,476,A3L7P1QUYKA4KK,470,21,0
8199,476,AJD52BBYND0MZ,470,16,0
8200,476,AJD52BBYND0MZ,470,16,0
8201,476,AJD52BBYND0MZ,470,16,0
8202,476,AJD52BBYND0MZ,470,16,0
8203,476,AJD52BBYND0MZ,470,16,0
8204,476,A3FGE6CH66IMWM,470,33,1
8205,476,A3FGE6CH66IMWM,470,33,0
8206,476,A28US4XENQK31M,470,22,1
8207,476,A8O21W6I5VM5P,470,26,0
8208,476,AQPXYSFZ8DA8S,470,28,1
8209,476,A3QA0A6GZ004EK,470,18,1
8210,476,AQPXYSFZ8DA8S,470,28,0
8211,476,A1GS5SN52YHIL8,470,24,0
8212,477,A3L7P1QUYKA4KK,471,21,0
8213,477,A3L7P1QUYKA4KK,471,21,0
8214,477,AJD52BBYND0MZ,471,16,0
8215,477,AJD52BBYND0MZ,471,16,0
8216,477,AJD52BBYND0MZ,471,16,0
8217,477,AJD52BBYND0MZ,471,16,1
8218,477,AJD52BBYND0MZ,471,16,1
8219,477,A3FGE6CH66IMWM,471,33,1
8220,477,A3FGE6CH66IMWM,471,33,1
8221,477,A28US4XENQK31M,471,22,0
8222,477,A8O21W6I5VM5P,471,26,0
8223,477,A1GS5SN52YHIL8,471,24,0
8224,477,A1GS5SN52YHIL8,471,24,0
8225,477,A3QA0A6GZ004EK,471,18,0
8226,477,AQPXYSFZ8DA8S,471,28,1
8227,478,A3L7P1QUYKA4KK,472,21,0
8228,478,A3L7P1QUYKA4KK,472,21,0
8229,478,AJD52BBYND0MZ,472,16,0
8230,478,AJD52BBYND0MZ,472,16,0
8231,478,AJD52BBYND0MZ,472,16,0
8232,478,AJD52BBYND0MZ,472,16,0
8233,478,AJD52BBYND0MZ,472,16,0
8234,478,A3FGE6CH66IMWM,472,33,1
8235,478,A3FGE6CH66IMWM,472,33,0
8236,478,A8O21W6I5VM5P,472,26,0
8237,478,A3QA0A6GZ004EK,472,18,0
8238,478,AQPXYSFZ8DA8S,472,28,0
8239,479,A3L7P1QUYKA4KK,473,21,0
8240,479,A3L7P1QUYKA4KK,473,21,0
8241,479,AJD52BBYND0MZ,473,16,0
8242,479,AJD52BBYND0MZ,473,16,0
8243,479,AJD52BBYND0MZ,473,16,1
8244,479,AJD52BBYND0MZ,473,16,0
8245,479,AJD52BBYND0MZ,473,16,0
8246,479,A3FGE6CH66IMWM,473,33,1
8247,479,A3FGE6CH66IMWM,473,33,1
8248,479,A3QA0A6GZ004EK,473,18,0
8249,479,AQPXYSFZ8DA8S,473,28,0
8250,480,A3L7P1QUYKA4KK,474,21,1
8251,480,A3L7P1QUYKA4KK,474,21,0
8252,480,AJD52BBYND0MZ,474,16,0
8253,480,AJD52BBYND0MZ,474,16,0
8254,480,AJD52BBYND0MZ,474,16,0
8255,480,AJD52BBYND0MZ,474,16,0
8256,480,AJD52BBYND0MZ,474,16,0
8257,480,A3FGE6CH66IMWM,474,33,1
8258,480,A3FGE6CH66IMWM,474,33,1
8259,480,A28US4XENQK31M,474,22,1
8260,480,A8O21W6I5VM5P,474,26,1
8261,480,A1GS5SN52YHIL8,474,24,1
8262,480,A1GS5SN52YHIL8,474,24,1
8263,480,A3QA0A6GZ004EK,474,18,1
8264,480,AQPXYSFZ8DA8S,474,28,1
8265,481,AVHF02BYOQDQP,475,7,0
8266,481,AVHF02BYOQDQP,475,7,1
8267,481,A37MSCW15YYLEI,475,30,1
8268,481,A34PHPOQ13G1OT,475,8,0
8269,481,AK7YVYGMIF6T0,475,1,0
8270,481,A3VA051NB26M27,475,4,1
8271,481,A3FGE6CH66IMWM,475,33,0
8272,481,A3FGE6CH66IMWM,475,33,1
8273,481,A3FGE6CH66IMWM,475,33,1
8274,481,A28US4XENQK31M,475,22,0
8275,481,A8O21W6I5VM5P,475,26,1
8276,481,A1GS5SN52YHIL8,475,24,0
8277,481,A1GS5SN52YHIL8,475,24,0
8278,481,A3QA0A6GZ004EK,475,18,0
8279,481,AQPXYSFZ8DA8S,475,28,1
8280,482,AVHF02BYOQDQP,476,7,1
8281,482,AVHF02BYOQDQP,476,7,1
8282,482,A37MSCW15YYLEI,476,30,1
8283,482,A34PHPOQ13G1OT,476,8,1
8284,482,AK7YVYGMIF6T0,476,1,1
8285,482,A3VA051NB26M27,476,4,1
8286,482,A3FGE6CH66IMWM,476,33,1
8287,482,A3FGE6CH66IMWM,476,33,1
8288,482,A3FGE6CH66IMWM,476,33,1
8289,482,A28US4XENQK31M,476,22,1
8290,482,A8O21W6I5VM5P,476,26,1
8291,482,A1GS5SN52YHIL8,476,24,1
8292,482,A1GS5SN52YHIL8,476,24,0
8293,482,A3QA0A6GZ004EK,476,18,1
8294,482,AQPXYSFZ8DA8S,476,28,1
8295,483,AVHF02BYOQDQP,477,7,1
8296,483,AVHF02BYOQDQP,477,7,0
8297,483,A37MSCW15YYLEI,477,30,0
8298,483,A34PHPOQ13G1OT,477,8,1
8299,483,AK7YVYGMIF6T0,477,1,1
8300,483,A3VA051NB26M27,477,4,1
8301,483,A3FGE6CH66IMWM,477,33,1
8302,483,A3FGE6CH66IMWM,477,33,1
8303,483,A3FGE6CH66IMWM,477,33,0
8304,483,A28US4XENQK31M,477,22,1
8305,483,A8O21W6I5VM5P,477,26,1
8306,483,A1GS5SN52YHIL8,477,24,0
8307,483,A1GS5SN52YHIL8,477,24,1
8308,483,A3QA0A6GZ004EK,477,18,1
8309,483,AQPXYSFZ8DA8S,477,28,1
8310,484,AVHF02BYOQDQP,478,7,0
8311,484,AVHF02BYOQDQP,478,7,0
8312,484,A37MSCW15YYLEI,478,30,1
8313,484,A34PHPOQ13G1OT,478,8,1
8314,484,AK7YVYGMIF6T0,478,1,0
8315,484,A3VA051NB26M27,478,4,1
8316,484,A3FGE6CH66IMWM,478,33,1
8317,484,A3FGE6CH66IMWM,478,33,0
8318,484,A3FGE6CH66IMWM,478,33,0
8319,484,A28US4XENQK31M,478,22,1
8320,484,A8O21W6I5VM5P,478,26,1
8321,484,A1GS5SN52YHIL8,478,24,0
8322,484,A1GS5SN52YHIL8,478,24,0
8323,484,A3QA0A6GZ004EK,478,18,0
8324,484,AQPXYSFZ8DA8S,478,28,0
8325,485,AVHF02BYOQDQP,479,7,0
8326,485,AVHF02BYOQDQP,479,7,0
8327,485,A37MSCW15YYLEI,479,30,1
8328,485,A34PHPOQ13G1OT,479,8,1
8329,485,AK7YVYGMIF6T0,479,1,0
8330,485,A3VA051NB26M27,479,4,1
8331,485,A3FGE6CH66IMWM,479,33,1
8332,485,A3FGE6CH66IMWM,479,33,1
8333,485,A3FGE6CH66IMWM,479,33,0
8334,485,A28US4XENQK31M,479,22,0
8335,485,A8O21W6I5VM5P,479,26,0
8336,485,A1GS5SN52YHIL8,479,24,1
8337,485,A1GS5SN52YHIL8,479,24,0
8338,485,A3QA0A6GZ004EK,479,18,1
8339,485,AQPXYSFZ8DA8S,479,28,1
8340,486,AVHF02BYOQDQP,480,7,0
8341,486,AVHF02BYOQDQP,480,7,0
8342,486,A37MSCW15YYLEI,480,30,0
8343,486,A34PHPOQ13G1OT,480,8,0
8344,486,AK7YVYGMIF6T0,480,1,0
8345,486,A3VA051NB26M27,480,4,0
8346,486,A3FGE6CH66IMWM,480,33,1
8347,486,A3FGE6CH66IMWM,480,33,1
8348,486,A3FGE6CH66IMWM,480,33,0
8349,486,A233DM8H3UOHWD,480,25,1
8350,486,A1GS5SN52YHIL8,480,24,0
8351,486,A1GS5SN52YHIL8,480,24,0
8352,486,A3QA0A6GZ004EK,480,18,0
8353,486,AQPXYSFZ8DA8S,480,28,1
8354,486,A1GS5SN52YHIL8,480,24,0
8355,487,AVHF02BYOQDQP,481,7,0
8356,487,AVHF02BYOQDQP,481,7,0
8357,487,A37MSCW15YYLEI,481,30,1
8358,487,A34PHPOQ13G1OT,481,8,1
8359,487,AK7YVYGMIF6T0,481,1,1
8360,487,A3VA051NB26M27,481,4,1
